id,subarea,objective,stem,options,correct_index,rationales,difficulty,assessment
Q687,Skills & Processes,Assessment of content comprehension through journals,"A high school history teacher uses reading journal entries as part of a formal assessment. To best evaluate students' comprehension and retention of the content (historical events, dates, and causes), the teacher should prioritize journal entries that show the student can:","{""Use figurative language and creative illustrations to represent the reading."",""Reflectively discuss how the historical events made them feel personally."",""Formulate questions that connect the chapter's events to previously learned historical concepts."",""Simply copy five direct quotes from the textbook without commentary.""}",2,"{""Creative illustrations show engagement but don't necessarily demonstrate comprehension of historical content."",""Personal reflection addresses emotional response rather than content mastery and retention."",""Correct! This demonstrates higher-order thinking (analysis and synthesis) by requiring students to integrate new content with prior knowledge, which is a strong indicator of deep content learning and retention."",""Copying quotes without analysis shows only the ability to locate information, not comprehension or retention.""}",2,False
Q688,Skills & Processes,Historical context and literary analysis,"Students in an English class are reading a late nineteenth-century novel in which the unmarried female protagonist chooses not to leave her dependent living situation, despite inheriting money. The students are confused by her decision, arguing that she has the financial means to be independent. Which instructional activity would be most effective for helping students understand the protagonist's reluctance to strike out on her own?","{""Assign a research paper comparing the protagonist's inheritance to modern salary equivalents."",""Discuss contemporary popular songs about seeking freedom and independence."",""Lead a class debate on whether money truly brings happiness and independence."",""Have students analyze excerpts from the historical 'Married Women's Property Acts' to understand the legal and credit restrictions placed on single women seeking to secure housing.""}",3,"{""While understanding the value of money is relevant, it doesn't address the legal and social barriers that prevented independence."",""Contemporary songs about freedom are anachronistic and don't provide historical context for 19th-century constraints."",""A philosophical debate about money and happiness misses the specific historical restrictions the character faced."",""Correct! This activity directly addresses the historical and legal constraints (inability to secure a loan, purchase property, or establish credit without a male relative) that are absent in the students' modern understanding. This primary source analysis is the most effective way to build historical empathy for the character's predicament.""}",2,False
Q689,Literature & Understanding,Theme Analysis,"Identity — ""Names""

They gave me names before I spoke—
Child, student, daughter, friend.
Each name fit once, then cracked with time,
Until I shaped my own again.

Which theme is best reflected in the poem?","{""Identity changes as individuals grow and define themselves."",""Family and community determine who a person becomes."",""Social titles are meaningless labels."",""Childhood is the truest stage of selfhood.""}",0,"{""Correct! The imagery of names 'cracking with time' shows self-definition through personal evolution."",""The poem emphasizes personal agency over external determination."",""The poem acknowledges the significance of names, not their meaninglessness."",""The poem suggests growth beyond childhood, not that childhood is truest.""}",3,False
Q690,Literature & Understanding,Theme Analysis,"Religious Differences — ""Two Altars""

In one small town, two altars stand,
Each built from hope and stone.
The hymns rise up in different tongues,
But reach one God alone.

What message does the poem most clearly convey?","{""Religious devotion requires shared language."",""True worship unites believers despite differences."",""One religion must replace another for peace."",""Separate rituals lead to separate gods.""}",1,"{""The poem emphasizes unity, not the necessity of shared language."",""Correct! Parallel imagery of 'two altars' and 'one God' highlights unity through faith diversity."",""The poem celebrates coexistence, not replacement."",""The poem explicitly states they reach 'one God alone,' contradicting this option.""}",3,False
Q691,Literature & Understanding,Theme Analysis,"Spiritual Enlightenment — ""The Lantern""

I carried lanterns through the night,
Each promised me the way.
Their flames grew dim, their wicks burned out—
Then dawn became my day.

Which interpretation best fits the poem's central theme?","{""Spiritual understanding often appears after false pursuits fade."",""Knowledge is found only through external study."",""Faith depends on tradition and ritual."",""The search for truth leads mostly to disappointment.""}",0,"{""Correct! The extinguished lanterns represent misguided searches; dawn symbolizes internal awakening."",""The poem suggests internal discovery (dawn) rather than external study (lanterns)."",""The poem focuses on personal enlightenment, not tradition."",""The poem ends with enlightenment (dawn), not disappointment.""}",3,False
Q692,Literature & Understanding,Theme Analysis,"Romantic Love — ""After the Storm""

The storm has passed, the branches bend,
The air is sharp and clean.
Your laughter drifts across the yard—
A quiet proof of what love means.

What theme does the imagery in this poem suggest?","{""Love endures through hardship and renewal."",""Nature reflects the destruction caused by love."",""Passion fades when calm returns."",""Love exists only in peaceful moments.""}",0,"{""Correct! The storm symbolizes conflict; the calm and laughter show resilience and restoration."",""The poem shows renewal, not destruction."",""The laughter after the storm shows love continuing, not fading."",""The poem explicitly mentions a storm, showing love exists through challenges.""}",3,False
Q693,Literature & Understanding,Theme Analysis,"Theme: Identity — ""Mirror""

I look into the mirror's face,
But see my mother's eyes.
Her voice still echoes in my thoughts,
Yet now my own replies.

Which statement best expresses the theme of the poem?","{""Family traits shape but do not define personal identity."",""Parents always influence their children's choices."",""People never escape the past."",""Mirrors can reveal hidden truths.""}",0,"{""Correct! The speaker sees resemblance to her mother but also hears her own emerging voice — independence within connection."",""The poem shows influence but also personal agency ('my own replies')."",""The poem shows evolution beyond the past, not entrapment."",""This is too literal; the theme is about identity, not mirrors.""}",3,False
Q694,Literature & Understanding,Theme Analysis,"Theme: Religious Differences — ""Two Doors""

He prays at dawn; I pray at noon.
Our songs rise up the same.
Different doors, the same bright sky—
We call one light by name.

What is the main idea of the poem?","{""Religious differences prevent unity."",""True faith is found through strict ritual."",""People of different faiths can share spiritual connection."",""Worship should occur at the same time for everyone.""}",2,"{""The poem emphasizes unity ('same bright sky'), not division."",""The poem celebrates flexibility in practice, not strict ritual."",""Correct! Both worshippers use different forms but reach toward the same spiritual truth."",""The poem explicitly shows different times (dawn vs. noon) as acceptable.""}",3,False
Q695,Literature & Understanding,Theme Analysis,"Theme: Spiritual Enlightenment — ""The Quiet Answer""

I asked the stars for meaning,
But silence filled the air.
Then, in that hush, my heart replied—
The truth was always there.

Which theme best fits this poem?","{""Enlightenment comes through quiet inner reflection."",""Wisdom is gained only from teachers."",""Life's mysteries are impossible to solve."",""The universe answers all human questions.""}",0,"{""Correct! The speaker finds insight not from the outside world, but from inner awareness."",""The poem emphasizes self-discovery, not external teaching."",""The poem shows answers are found, not that mysteries are impossible to solve."",""The stars are silent; the answer comes from within, not the universe.""}",3,False
Q696,Literature & Understanding,Theme Analysis,"Theme: Romantic Love — ""Hands""

Your hand found mine in crowded streets,
No word, no grand display—
Just quiet proof that love can bloom
In ordinary day.

What central idea is expressed in the poem?","{""True love is dramatic and public."",""Love reveals itself through small, gentle acts."",""Romance must always defy the ordinary."",""Words are the strongest sign of love.""}",1,"{""The poem explicitly rejects grand display, emphasizing quiet gestures."",""Correct! Love is shown through quiet gestures, not spectacle."",""The poem celebrates the ordinary, not defiance of it."",""The poem states 'No word,' showing actions over words.""}",3,False
Q697,Literature & Understanding,Theme Analysis,"Title: The Alchemist (1988)
Author: Paulo Coelho

Santiago, a young shepherd in Spain, keeps dreaming about treasure buried near the Egyptian pyramids. Against everyone's advice, he sells his flock and begins a long, punishing journey across the desert. He's robbed, betrayed, and tested by failure, but he keeps moving forward—guided by faith in his Personal Legend (his unique purpose in life).

Through persistence, he learns that the ""treasure"" he sought wasn't gold, but wisdom and self-knowledge gained from the journey itself.

Which statement best expresses a central theme of The Alchemist?","{""Destiny rewards only those born into privilege."",""Perseverance and faith transform obstacles into opportunities."",""Achieving dreams requires abandoning spiritual belief."",""True success depends solely on external circumstances.""}",1,"{""The text shows Santiago's journey transcends privilege; his wealth is sold and lost."",""Correct! Santiago's relentless pursuit of his dream and his trust in the journey illustrate that perseverance and belief lead to transformation."",""Santiago's spiritual faith guides him throughout; it's central, not abandoned."",""Santiago's transformation comes from internal growth and persistence, not external factors.""}",3,False
Q698,Literature & Understanding,Theme Analysis,"Title: A Raisin in the Sun
Author: Lorraine Hansberry
Theme: The perseverance needed to achieve a personal dream

Walter Lee Younger paces the small apartment, his voice tight with frustration.

""Sometimes it feels like all I do is work for other people's dreams,"" he says.
Ruth watches quietly, weary but determined.
""Then work for your own,"" she answers. ""Just don't forget the rest of us while you're at it.""
He stops. The worn linoleum gleams faintly in the morning light.
""I ain't quitting,"" he says. ""I just want something that's mine.""

In this moment, Walter faces the weight of deferred hope—but he also refuses to surrender it.

Which statement best expresses a central idea of this passage?","{""Family obligations make personal dreams impossible to achieve."",""The determination to rise above hardship gives life its dignity."",""Material wealth is the only true measure of success."",""Conflict within families destroys ambition.""}",1,"{""Ruth encourages Walter to pursue his dreams while maintaining family bonds, not abandon them."",""Correct! Walter's persistence, even amid poverty and frustration, illustrates that dignity and meaning come from perseverance in pursuit of one's dream."",""Walter seeks something meaningful and personal ('mine'), not just material wealth."",""The passage shows Ruth supporting Walter's ambition, not conflict destroying it.""}",3,False
Q699,Genre & Craft,Parallel Structure and Language Conventions,"Many people choose to start the day with healthy routines.
They might go for a brisk walk, prepare a balanced breakfast, and read something uplifting before work.
These habits can boost energy, sharpen focus, and improve mood throughout the morning.
To make these practices most effective, a person should plan ahead, stay consistent, and __________.

Which sentence best maintains the parallel structure of the paragraph?","{""try to keep distractions at a minimum"",""maintaining a positive mindset"",""they will probably feel better all day"",""making sure to get enough rest""}",0,"{""Correct! 'Plan ahead, stay consistent, and try to keep distractions at a minimum' keeps all three verbs in the same base-verb form ('plan,' 'stay,' 'try'). The others break the pattern or shift tense."",""This uses a gerund ('maintaining') which breaks the parallel structure with the base verbs."",""This shifts to a future tense clause and changes the subject, breaking parallelism."",""This uses a gerund ('making sure') which doesn't match the base verb pattern.""}",2,False
Q700,Genre & Craft,Transitions and Cohesiveness,"Many cities are investing in green roofs—gardens planted on top of buildings.
These spaces help insulate structures, reduce stormwater runoff, and provide habitats for birds and insects.
__________, they also offer residents peaceful areas for relaxation and community gardening.

Which transition best maintains the cohesiveness of the excerpt?","{""However"",""For example"",""Moreover"",""On the contrary""}",2,"{""'However' signals contrast, which would contradict the positive benefits already listed."",""'For example' suggests a specific instance, but this sentence adds another benefit, not an example."",""Correct! 'Moreover' adds information in support of the previous idea, linking environmental benefits with social ones."",""'On the contrary' introduces opposition, which doesn't fit the supportive tone.""}",2,False
Q701,Genre & Craft,Transitions and Cohesiveness,"The city recently expanded its public transportation system to reduce traffic congestion.
Ridership has increased significantly, and downtown air quality has improved.
__________, suburban commuters still prefer to drive their own vehicles.

Which transition best completes the excerpt?","{""However"",""For example"",""Moreover"",""In addition""}",0,"{""Correct! 'However' signals contrast — despite improvements, some people continue to drive."",""'For example' would suggest an illustration, not a contrast."",""'Moreover' would add supporting information, not contrast."",""'In addition' would continue the positive trend, not introduce a contrasting fact.""}",2,False
Q702,Genre & Craft,Transitions and Cohesiveness,"Many schools encourage students to participate in community service projects.
These activities help young people develop empathy and responsibility.
__________, students might volunteer at a food bank or assist at a local shelter.

Which transition best completes the excerpt?","{""For example"",""On the contrary"",""Moreover"",""However""}",0,"{""Correct! The third sentence provides a specific illustration of the general idea in the previous one."",""'On the contrary' would contradict the previous statement, which doesn't fit here."",""'Moreover' would add another benefit, but this sentence provides examples, not additional benefits."",""'However' would introduce contrast, which doesn't match the supporting examples given.""}",2,False
Q703,Genre & Craft,Transitions and Cohesiveness,"Exercise improves physical health by strengthening the heart and muscles.
__________, it can also enhance mental well-being by reducing stress and anxiety.

Which transition best completes the excerpt?","{""However"",""For example"",""Moreover"",""On the contrary""}",2,"{""'However' would introduce contrast, but the sentence adds supporting information."",""'For example' would suggest a specific instance, not an additional benefit."",""Correct! 'Moreover' adds a reinforcing benefit to the initial claim."",""'On the contrary' would contradict the first statement, which doesn't fit the supportive tone.""}",2,False
Q704,Genre & Craft,Transitions and Cohesiveness,"Some people believe technology isolates individuals from one another.
__________, many online communities bring people together and foster genuine friendships.

Which transition best completes the excerpt?","{""Moreover"",""On the contrary"",""For example"",""In addition""}",1,"{""'Moreover' would add support to the first idea, but this sentence refutes it."",""Correct! 'On the contrary' directly refutes the idea expressed in the first sentence."",""'For example' would provide an illustration supporting the first sentence, not refuting it."",""'In addition' would continue supporting the first idea, not contradicting it.""}",2,False
Q705,Skills & Processes,Reading Strategies,Annotating a text would be the most effective reading strategy to use for which of the following purposes?,"{""Estimating the time it will take to read an entire chapter."",""Generating an initial list of potential topics for a final research paper."",""Tracking the development of a complex character's motivations throughout a novel."",""Determining the author's primary source material used to write the historical non-fiction book.""}",2,"{""Time estimation requires skimming or scanning, not detailed annotation."",""Topic generation is better served by brainstorming or freewriting, not annotation."",""Correct! Annotating (taking notes directly in the margins, highlighting, and asking questions) is a close reading strategy. It is essential for tracking complex, subtle changes in character, theme, or argument over a long period, which cannot be accomplished through superficial reading."",""Identifying primary sources requires examining citations and references, not annotation of the text itself.""}",2,False
Q706,Skills & Processes,Reading Strategies,Summarizing a lengthy historical document would be the most effective reading strategy to use for which of the following purposes?,"{""Locating specific evidence needed to support a narrow claim in an essay."",""Identifying the main arguments and conclusions to ensure overall comprehension before class discussion."",""Evaluating the syntax and precise word choice used by the author."",""Connecting new terminology to personal prior knowledge and experiences.""}",1,"{""Locating specific evidence requires scanning or close reading, not summarizing."",""Correct! Summarizing is a strategy aimed at distilling the core message by identifying only the main ideas and supporting claims, thus ensuring the student grasps the overall comprehension (gist) of the document without getting lost in the details."",""Evaluating syntax and word choice requires close reading and analysis, not summarizing."",""Connecting terminology to prior knowledge requires elaboration or personal reflection strategies, not summarizing.""}",2,False
Q707,Genre & Craft,Expository Writing,"A student is revising the introduction to an expository essay explaining how to manage test anxiety.
Which of the following versions of the opening sentence would be most appropriate for the essay?","{""Many students hate taking tests because they make people nervous and tired."",""Tests can cause anxiety, but a few simple strategies can make the experience calmer and more productive."",""Test anxiety has always been around and probably always will be."",""Everyone knows tests are stressful, so this paper will talk about that.""}",1,"{""This is too informal and vague, lacking the clear purpose and tone expected in expository writing."",""Correct! It clearly introduces the topic (test anxiety) and sets up an explanatory purpose (offering strategies), matching the expository task."",""This is too general and doesn't establish the essay's purpose or direction."",""This uses informal language ('everyone knows', 'talk about') and doesn't clearly preview the essay's content.""}",2,False
Q708,Genre & Craft,Expository Writing,"A student is writing an expository essay describing how to save money on groceries.
Which of the following topic sentences would be most appropriate for the first paragraph?","{""Groceries are very expensive these days, which is really annoying."",""Shopping for food can take a long time if you are not organized."",""Saving money on groceries is possible when shoppers plan meals, use coupons, and compare prices."",""Everyone has to eat, but not everyone enjoys grocery shopping.""}",2,"{""This is too informal and expresses opinion rather than establishing an expository focus."",""This shifts focus to time management rather than the essay's stated topic of saving money."",""Correct! This topic sentence clearly previews the paragraph's main idea and provides a roadmap of specific strategies (planning, coupons, comparing prices) that align with the expository purpose."",""This is too general and doesn't address the essay's specific focus on saving money.""}",2,False
Q709,Genre & Craft,Organizational Structures,"A student is writing an expository essay explaining how the invention of the printing press influenced literacy rates in Europe.
Which organizational structure would be most effective?","{""Sequential – listing inventions before and after the printing press"",""Cause and Effect – showing how the invention led to rising literacy"",""Problem and Solution – describing the lack of books, then offering printing as the fix"",""Spatial – describing printing shops in various cities""}",1,"{""Sequential structure focuses on chronological order, not the relationship between the invention and its impact."",""Correct! The essay explains how one development (printing press) produced another outcome (rising literacy). Cause and Effect is the most effective structure."",""While this could work, the essay's focus is on influence (cause and effect), not presenting a problem that needs solving."",""Spatial structure organizes by location, which doesn't address the causal relationship the essay explores.""}",2,False
Q710,Genre & Craft,Organizational Structures,"A student plans to describe how water travels through the human body, from ingestion to elimination.
Which structure should the student use?","{""Sequential"",""Problem and Solution"",""Compare and Contrast"",""Cause and Effect""}",0,"{""Correct! The explanation follows a process in time order, making Sequential the most appropriate structure."",""Problem and Solution addresses issues and remedies, not a step-by-step process."",""Compare and Contrast analyzes similarities and differences, which doesn't fit a process description."",""While cause and effect might show relationships, the primary focus is on the sequence of steps.""}",2,False
Q711,Genre & Craft,Organizational Structures,"A student wants to write about air pollution in major U.S. cities and propose ways to reduce it.
Which organizational pattern would best suit this purpose?","{""Spatial – grouping information by location"",""Problem and Solution – describing pollution issues and offering remedies"",""Chronological – explaining pollution through time"",""Cause and Effect – focusing on why pollution exists""}",1,"{""While spatial organization could work for organizing by city, it doesn't address the core purpose of proposing solutions."",""Correct! The task involves presenting an issue (air pollution) and recommending fixes (solutions). Problem and Solution is the best fit."",""Chronological structure focuses on time sequence, not problem-solving."",""Cause and Effect explains why pollution exists but doesn't emphasize the solutions aspect of the essay.""}",2,False
Q712,Genre & Craft,Organizational Structures,"A student is creating an essay comparing the architecture of northern and southern Europe.
Which structure is most effective?","{""Cause and Effect"",""Problem and Solution"",""Compare and Contrast"",""Sequential""}",2,"{""Cause and Effect shows relationships between events, not similarities and differences."",""Problem and Solution addresses issues and remedies, not comparative analysis."",""Correct! The essay centers on analyzing similarities and differences between two subjects (northern and southern European architecture)."",""Sequential structure follows chronological or step-by-step order, not comparison.""}",2,False
Q713,Meaning & Communication,Word Relationships - Cognates,Which pair of words are true cognates?,"{""Library / librería"",""Animal / animal"",""Rope / ropa"",""Actual / actualmente""}",1,"{""False cognate. Library (English) means a place for books, but librería (Spanish) means bookstore."",""Correct! They share both meaning and origin (Latin animalis). Both mean the same thing in English and Spanish."",""False cognate. Rope (English) means cord, but ropa (Spanish) means clothing."",""False cognate. Actual (English) means real/current, but actualmente (Spanish) means currently/nowadays.""}",2,False
Q714,Meaning & Communication,Word Relationships - Cognates,"A teacher explains that attention (English) and atención (Spanish) have the same Latin root.
What skill is the teacher promoting?","{""Morphological awareness"",""Syntax development"",""Cognate recognition"",""Phonemic segmentation""}",2,"{""Morphological awareness involves understanding word parts (prefixes, suffixes, roots), not cross-language connections."",""Syntax development focuses on sentence structure, not vocabulary relationships."",""Correct! The teacher is helping students recognize cognates—words that share origins and meanings across languages."",""Phonemic segmentation involves breaking words into individual sounds, not recognizing cross-language word relationships.""}",2,False
Q715,Meaning & Communication,Word Relationships - Cognates,"An English learner confuses sensible (English) with sensible (Spanish) meaning 'sensitive.'
This confusion illustrates which concept?","{""Homophone interference"",""False cognates"",""Semantic drift"",""Syntax transfer""}",1,"{""Homophones are words that sound the same but have different meanings within one language, not across languages."",""Correct! False cognates are words that look similar in two languages but have different meanings. Sensible (English) means reasonable, while sensible (Spanish) means sensitive."",""Semantic drift refers to how word meanings change over time within a language, not cross-language confusion."",""Syntax transfer involves applying sentence structure rules from one language to another, not vocabulary confusion.""}",2,False
Q716,Meaning & Communication,Language Evolution and Archaic Words,Which of the following best defines an archaic English word?,"{""A slang term newly added to the dictionary"",""A word that has fallen out of common use but appears in older texts"",""A word used mainly in technology fields"",""A misspelled modern word""}",1,"{""Slang terms are contemporary, not archaic. Archaic words are from the past."",""Correct! Archaic words are those that were once common but are no longer in everyday use, like thee, thou, and wherefore."",""Technical terms are specialized modern vocabulary, not archaic words."",""Archaic words are legitimate historical terms, not spelling errors.""}",2,False
Q717,Meaning & Communication,Language Evolution and Phonetic Spelling,Which example shows a phonetic spelling of an archaic English word?,"{""Knight → nite"",""Thou → you"",""Ye olde shoppe → shop"",""Brunch → breakfast + lunch""}",0,"{""Correct! 'Nite' represents a phonetic modernization of 'knight' — same sound, modernized spelling form."",""This is word replacement/evolution, not phonetic spelling of the same word."",""This is a stylized archaic spelling, not a phonetic modernization."",""This is a blend/portmanteau, not phonetic spelling of an archaic word.""}",2,False
Q718,Meaning & Communication,Language Evolution and New Words,Which factor most increases the likelihood that a new word will enter Standard American English?,"{""It expresses a widely needed concept or object"",""It is used only by teenagers online"",""It has complicated spelling and no clear meaning"",""It originates as a private joke on TV""}",0,"{""Correct! Words that fill communication needs (like brunch, smog, podcast) are most likely to be adopted into standard usage."",""Limited demographic use reduces the likelihood of mainstream adoption."",""Complexity and unclear meaning hinder adoption, not help it."",""Limited context and audience reduce the chances of widespread acceptance.""}",2,False
Q719,Literature & Understanding,Cultural and Social Contexts,"A small group within a larger society that shares common values, behaviors, or language patterns is known as a:","{""ethnic group"",""speech community"",""microculture"",""acculturated group""}",2,"{""Ethnic groups are connected by shared ancestry and heritage, not necessarily small subgroups."",""Speech communities share language and communication rules, but may not be small groups within a larger society."",""Correct! A microculture is any small social group—such as bilingual students—bound by shared traits within a dominant culture."",""Acculturated groups adopt traits from dominant culture while maintaining their own identity, not necessarily small subgroups.""}",2,False
Q720,Literature & Understanding,Cultural and Social Contexts,"A group of people connected by shared ancestry, history, or cultural heritage is referred to as a:","{""ethnic group"",""microculture"",""acculturated group"",""speech community""}",0,"{""Correct! An ethnic group is defined by shared ancestry, history, and cultural heritage."",""Microculture refers to small subgroups within a larger society, not necessarily based on ancestry."",""Acculturated groups adopt traits from another culture while maintaining their own, not primarily defined by ancestry."",""Speech communities are defined by shared language use, not ancestry or heritage.""}",2,False
Q721,Literature & Understanding,Cultural and Social Contexts,Individuals who share a common language and rules for its use within a broader society are known as a:,"{""microculture"",""speech community"",""acculturated group"",""ethnic group""}",1,"{""Microculture refers to small groups with shared values/behaviors, not specifically language-based."",""Correct! A speech community is defined by shared language and linguistic norms within a broader society."",""Acculturated groups adopt cultural traits, not necessarily defined by shared language rules."",""Ethnic groups are defined by ancestry and heritage, not specifically by shared language use.""}",2,False
Q722,Literature & Understanding,Cultural and Social Contexts,"When a group adopts traits from a dominant culture while maintaining aspects of its own identity, it is considered an:","{""ethnic group"",""speech community"",""acculturated group"",""microculture""}",2,"{""Ethnic groups are defined by shared heritage, not necessarily by cultural adaptation."",""Speech communities are defined by shared language use, not cultural adaptation."",""Correct! An acculturated group adopts traits from a dominant culture while maintaining aspects of its own identity. This involves cultural adaptation without complete assimilation."",""Microculture refers to small subgroups within a larger society, not specifically about cultural adaptation.""}",2,False
Q723,Literature & Understanding,Contrastive Intonation and Stress,"Use the sentence fragment below to answer the question that follows.

I didn't finish grading the essays, but I certainly can _______.","{""throw them away and start over"",""finish them tomorrow morning"",""ask a student to grade for me"",""tell the class I'm done anyway""}",1,"{""This doesn't solve the original task and abandons the goal."",""Correct! The stress on 'can' signals capability after limitation — can't finish now, but can soon."",""This avoids the responsibility rather than addressing the capability."",""This is dishonest and doesn't reflect the 'can' capability being emphasized.""}",2,False
Q724,Literature & Understanding,Contrastive Intonation and Stress,"Use the sentence fragment below to answer the question that follows.

I couldn't join the meeting in person, but I certainly can _______.","{""write the minutes afterward"",""log in remotely to participate"",""skip the meeting next week"",""apologize to the organizer""}",1,"{""This is a different task, not maintaining the goal of participation."",""Correct! Keeps the same goal (participation) while solving the limitation."",""This abandons the goal rather than finding an alternative."",""This doesn't solve the participation problem.""}",2,False
Q725,Literature & Understanding,Contrastive Intonation and Stress,"Use the sentence fragment below to answer the question that follows.

I didn't bring lunch today, but I certainly can _______.","{""grab something from the cafeteria"",""skip lunch altogether"",""borrow someone's meal"",""wait until dinner""}",0,"{""Correct! The contrastive intonation highlights a quick, realistic solution."",""This avoids solving the problem rather than addressing it."",""This is unrealistic and doesn't reflect self-efficacy."",""This delays rather than solves the immediate need.""}",2,False
Q726,Literature & Understanding,Contrastive Intonation and Stress,"Use the sentence fragment below to answer the question that follows.

I can't afford a new car right now, but I certainly can _______.","{""complain about gas prices"",""save up and budget each month"",""ignore my old car's problems"",""borrow a luxury car for fun""}",1,"{""Complaining doesn't solve the affordability issue."",""Correct! Fits the 'can't X but can Y to fix X' rhythm of confident contrast."",""Ignoring problems doesn't address the capability being emphasized."",""This is unrealistic and doesn't work toward the goal.""}",2,False
Q727,Literature & Understanding,Contrastive Intonation and Stress,"Use the sentence fragment below to answer the question that follows.

I didn't understand the lesson at first, but I certainly can _______.","{""review the notes and ask questions"",""pretend I already knew it"",""complain about the teacher"",""drop the class altogether""}",0,"{""Correct! The falling intonation after 'can' emphasizes self-efficacy — a positive alternative action."",""This avoids addressing the understanding gap."",""This doesn't solve the comprehension issue."",""This abandons the learning goal rather than pursuing it.""}",2,False
Q728,Skills & Processes,Identifying Learning Goals,A teacher asks students to compare how two poets develop the theme of resilience across different historical contexts. Which learning goal is MOST appropriate?,"{""Students will examine how figurative language contributes to tone in each poem."",""Students will determine how authors convey thematic ideas and evaluate similarities or differences in development across texts."",""Students will identify structural elements such as stanzas and line breaks."",""Students will analyze how point of view shapes each poem's narrative perspective.""}",1,"{""Too narrow—focuses only on figurative language, not theme development."",""Correct! This goal directly addresses comparing thematic development across texts."",""Structural analysis doesn't address thematic comparison."",""Point of view analysis is not the same as theme comparison.""}",3,True
Q729,Skills & Processes,Diagnosing Misconceptions,A student states that the theme of a story is 'dogs and cats fighting.' What misconception is the teacher seeing?,"{""Confusing plot details with thematic inference"",""Assuming theme must be explicitly stated by the narrator"",""Misidentifying figurative language as literal events"",""Confusing genre conventions with character conflict""}",0,"{""Correct! The student is describing plot events rather than the underlying theme or message."",""This would apply if the student looked for a statement, but they're describing events."",""There's no evidence of figurative language confusion here."",""The issue is plot vs. theme, not genre conventions.""}",2,True
Q730,Skills & Processes,Instructional Strategies,"To strengthen students' ability to evaluate the effectiveness of an author's argument, the teacher should prioritize:","{""Guiding students through paragraph-by-paragraph summaries to ensure baseline comprehension"",""Having students locate the author's main claims and assess the strength, relevance, and sufficiency of supporting evidence"",""Analyzing the author's syntactic choices to determine how structure influences engagement"",""Identifying rhetorical devices and categorizing each according to purpose""}",1,"{""Summarizing builds comprehension but doesn't evaluate argument effectiveness."",""Correct! This directly addresses evaluating argument quality through evidence assessment."",""Syntax analysis doesn't address argument evaluation."",""Identifying devices doesn't evaluate argument effectiveness—tempting but wrong!""}",4,True
Q731,Skills & Processes,Supporting English Learners,"To support English learners in analyzing figurative language, the MOST effective scaffolding is:","{""Pre-teaching figurative language definitions before reading"",""Offering bilingual glossaries for unfamiliar vocabulary"",""Providing visual anchors that represent the meaning behind metaphors and similes"",""Asking students to identify figurative language independently before discussing meaning""}",2,"{""Definitions help but don't provide concrete understanding of abstract concepts."",""Glossaries support vocabulary but not figurative interpretation."",""Correct! Visual anchors make abstract figurative meanings concrete and accessible."",""Independent work without support doesn't provide scaffolding.""}",3,True
Q732,Skills & Processes,Addressing Struggling Readers,A student reads fluently but cannot articulate deeper meaning. What should the teacher do NEXT?,"{""Provide alternative texts at a simpler complexity level"",""Model comprehension-monitoring strategies such as self-questioning and think-alouds"",""Assign additional independent reading minutes"",""Introduce a vocabulary intervention to build background knowledge""}",1,"{""The issue isn't text complexity—the student reads fluently."",""Correct! Modeling metacognitive strategies helps students monitor and deepen comprehension."",""More reading won't help if the student lacks comprehension strategies."",""Vocabulary isn't the core issue if fluency is strong.""}",3,True
Q733,Skills & Processes,Teaching Text Structure,"To help students recognize cause-and-effect in nonfiction, the MOST effective strategy is:","{""Engaging students in identifying signal words ('therefore,' 'as a result') within complex sentences"",""Asking students to rewrite paragraphs in chronological order"",""Having students label main ideas and key details"",""Teaching students to annotate claims and counterclaims""}",0,"{""Correct! Signal words directly cue cause-and-effect relationships."",""Chronological order is about sequence, not cause-and-effect."",""Main ideas don't specifically target cause-and-effect structure."",""Claims and counterclaims relate to argument structure, not cause-and-effect.""}",2,True
Q734,Skills & Processes,Writing Instruction,A teacher wants students to strengthen argumentative writing. Which approach is MOST effective?,"{""Providing sentence frames to support struggling writers"",""Analyzing exemplar texts that demonstrate logical progression and evidence-based reasoning"",""Increasing the length requirements for each essay"",""Beginning with narrative writing to build general fluency""}",1,"{""Sentence frames support structure but don't teach argument quality."",""Correct! Analyzing exemplars helps students understand effective argument construction."",""Length doesn't improve argument quality."",""Narrative writing develops different skills than argumentation.""}",3,True
Q735,Skills & Processes,Formative Assessment,Which action BEST reflects effective formative assessment?,"{""Returning graded essays midway through a unit to help students track progress"",""Giving students an ungraded diagnostic at the start of the semester"",""Using daily exit tickets to adjust the next day's lesson"",""Having students complete self-assessments at the end of a major project""}",2,"{""Graded essays are summative; formative should inform instruction immediately."",""Initial diagnostics are useful but not ongoing formative practice."",""Correct! Daily exit tickets inform immediate instructional adjustments—true formative assessment."",""End-of-project self-assessments come too late to inform instruction.""}",3,True
Q736,Skills & Processes,Differentiated Instruction,A class includes readers at widely different proficiency levels. What strategy MOST ensures equitable access to a shared text?,"{""Assigning leveled texts that align to each student's reading level"",""Providing an audio version or teacher read-aloud to support comprehension"",""Offering shorter excerpts to lower-performing students"",""Replacing complex texts with summaries to build confidence""}",1,"{""Leveled texts separate students rather than providing shared access."",""Correct! Audio support maintains shared text while scaffolding comprehension."",""Shorter excerpts limit access rather than support full engagement."",""Summaries deny access to the original text's complexity.""}",3,True
